F,phi_norm,a,c,C**2,a**2,a/t,a/c,ac/t,a/(c**2),a/(t**2),(a**2)/c,(a**2)/t,sin(a/t),cos(a/t),act,c**3,a**3,(c**3 * t)/a,(a**2 * c)/t,a * (c**2),tan(a/t),pn/a,pn/t,pn/c,(a**2+c**2)**.5,c**2+a**2
0.090918368,0.310959663,0.15,0.200526316,0.040210803,0.0225,0.2,0.200526316,0.040105263,3.730340794,0.266666667,0.112204724,0.03,0.198669331,0.980066578,0.02255921055,0.008063324271,0.003375,0.04031662135,0.00601578948,0.006031620511,0.2027100357,2.07306442,0.414612884,1.550717478,0.2504212519,0.06271080341
0.09496737,0.190528537,0.15,0.200526316,0.040210803,0.0225,0.2,0.200526316,0.040105263,3.730340794,0.266666667,0.112204724,0.03,0.198669331,0.980066578,0.02255921055,0.008063324271,0.003375,0.04031662135,0.00601578948,0.006031620511,0.2027100357,1.270190247,0.2540380493,0.9501423095,0.2504212519,0.06271080341
0.100161116,0.084518514,0.15,0.200526316,0.040210803,0.0225,0.2,0.200526316,0.040105263,3.730340794,0.266666667,0.112204724,0.03,0.198669331,0.980066578,0.02255921055,0.008063324271,0.003375,0.04031662135,0.00601578948,0.006031620511,0.2027100357,0.56345676,0.112691352,0.4214834027,0.2504212519,0.06271080341
0.982377963,1.957301607,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,13.04867738,2.609735476,9.320483843,0.258069758,0.0666
0.956573671,1.905106091,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,12.70070727,2.540141455,9.071933767,0.258069758,0.0666
0.930482099,1.847006836,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,12.31337891,2.462675781,8.795270648,0.258069758,0.0666
0.907869495,1.787019291,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,11.91346194,2.382692388,8.509615671,0.258069758,0.0666
0.887572761,1.725630502,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,11.50420335,2.300840669,8.217288105,0.258069758,0.0666
0.868663587,1.662852557,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,11.08568371,2.217136743,7.91834551,0.258069758,0.0666
0.85005972,1.598559415,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,10.65706277,2.131412553,7.61218769,0.258069758,0.0666
0.83068475,1.532553763,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,10.21702509,2.043405017,7.297875062,0.258069758,0.0666
0.811680153,1.440666345,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,9.6044423,1.92088846,6.860315929,0.258069758,0.0666
0.784065662,1.322689172,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,8.817927813,1.763585563,6.298519867,0.258069758,0.0666
0.761681558,1.197745667,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,7.984971113,1.596994223,5.703550795,0.258069758,0.0666
0.748526442,1.066887225,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,7.1125815,1.4225163,5.080415357,0.258069758,0.0666
0.748730346,0.93290336,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,6.219355733,1.243871147,4.442396952,0.258069758,0.0666
0.761802942,0.801767166,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,5.34511444,1.069022888,3.817938886,0.258069758,0.0666
0.784562938,0.676818205,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,4.512121367,0.9024242733,3.222943833,0.258069758,0.0666
0.811791559,0.559106237,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,3.727374913,0.7454749827,2.662410652,0.258069758,0.0666
0.830594907,0.467329013,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,3.115526753,0.6231053507,2.225376252,0.258069758,0.0666
0.849882481,0.401111121,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,2.67407414,0.534814828,1.910052957,0.258069758,0.0666
0.868421491,0.336679024,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,2.244526827,0.4489053653,1.603233448,0.258069758,0.0666
0.887326908,0.273831809,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,1.825545393,0.3651090787,1.303960995,0.258069758,0.0666
0.907720055,0.212441091,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,1.41627394,0.283254788,1.011624243,0.258069758,0.0666
0.930556825,0.152517238,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,1.016781587,0.2033563173,0.7262725619,0.258069758,0.0666
0.956757969,0.094544316,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,0.63029544,0.126059088,0.4502110286,0.258069758,0.0666
0.982499855,0.042517482,0.15,0.21,0.0441,0.0225,0.2,0.21,0.042,3.401360544,0.266666667,0.107142857,0.03,0.198669331,0.980066578,0.023625,0.009261,0.003375,0.046305,0.0063,0.006615,0.2027100357,0.28344988,0.056689976,0.2024642,0.258069758,0.0666
0.096359076,1.915586845,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,12.77057897,2.554115793,8.920625018,0.2619387549,0.06861191131
0.091248007,1.8101043,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,12.067362,2.4134724,8.429407284,0.2619387549,0.06861191131
0.087148792,1.689929968,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,11.26619979,2.253239957,7.869771914,0.2619387549,0.06861191131
0.083548966,1.562136806,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,10.41424537,2.082849075,7.274656698,0.2619387549,0.06861191131
0.080066518,1.441121125,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,9.607474167,1.921494833,6.711103281,0.2619387549,0.06861191131
0.07746378,1.323674421,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,8.82449614,1.764899228,6.164170101,0.2619387549,0.06861191131
0.075282091,1.198719991,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,7.991466607,1.598293321,5.582274471,0.2619387549,0.06861191131
0.073995865,1.067306027,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,7.115373513,1.423074703,4.970297677,0.2619387549,0.06861191131
0.073989232,0.932484615,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,6.2165641,1.24331282,4.342452866,0.2619387549,0.06861191131
0.075270171,0.800792862,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,5.33861908,1.067723816,3.729182447,0.2619387549,0.06861191131
0.077491342,0.675832951,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,4.505553007,0.9011106013,3.147261293,0.2619387549,0.06861191131
0.080112735,0.558651571,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,3.724343807,0.7448687613,2.60156369,0.2619387549,0.06861191131
0.083611928,0.437681209,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,2.917874727,0.5835749453,2.038221317,0.2619387549,0.06861191131
0.087191844,0.309602022,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,2.06401348,0.412802696,1.441774123,0.2619387549,0.06861191131
0.091260042,0.189408718,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,1.262724787,0.2525449573,0.8820504029,0.2619387549,0.06861191131
0.096338342,0.084113409,0.15,0.214736842,0.046111911,0.0225,0.2,0.214736842,0.042947368,3.252955594,0.266666667,0.104779412,0.03,0.198669331,0.980066578,0.02415789473,0.009901926214,0.003375,0.04950963107,0.00644210526,0.006916786697,0.2027100357,0.56075606,0.112151212,0.3917046009,0.2619387549,0.06861191131
0.092954776,1.915497952,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,12.76998635,2.553997269,8.366542794,0.2737095126,0.07491689731
0.087892267,1.810883256,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,12.07255504,2.414511008,7.909605041,0.2737095126,0.07491689731
0.083785946,1.691240822,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,11.27493881,2.254987763,7.387028891,0.2737095126,0.07491689731
0.080078051,1.562723267,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,10.41815511,2.083631023,6.825687845,0.2737095126,0.07491689731
0.076403904,1.442257074,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,9.61504716,1.923009432,6.299513668,0.2737095126,0.07491689731
0.073595088,1.326137583,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,8.84091722,1.768183444,5.792325086,0.2737095126,0.07491689731
0.07113191,1.201155627,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,8.00770418,1.601540836,5.246426886,0.2737095126,0.07491689731
0.069667956,1.068352526,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,7.122350173,1.424470035,4.666367364,0.2737095126,0.07491689731
0.069708058,0.931438262,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,6.209588413,1.241917683,4.068351037,0.2737095126,0.07491689731
0.071227073,0.798357275,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,5.322381833,1.064476367,3.487077759,0.2737095126,0.07491689731
0.073722681,0.673369778,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,4.489131853,0.8978263707,2.941155358,0.2737095126,0.07491689731
0.076483007,0.557515909,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,3.716772727,0.7433545453,2.435126963,0.2737095126,0.07491689731
0.080052726,0.437095337,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,2.913968913,0.5827937827,1.90915205,0.2737095126,0.07491689731
0.083697984,0.308291268,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,2.05527512,0.411055024,1.346559564,0.2737095126,0.07491689731
0.087790606,0.188629484,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,1.257529893,0.2515059787,0.8238988971,0.2737095126,0.07491689731
0.092821072,0.084203316,0.15,0.228947368,0.052416898,0.0225,0.2,0.228947368,0.045789474,2.861672612,0.266666667,0.098275862,0.03,0.198669331,0.980066578,0.0257565789,0.01200071068,0.003375,0.06000355339,0.00686842104,0.007862534597,0.2027100357,0.56135544,0.112271088,0.3677845993,0.2737095126,0.07491689731
0.911103071,1.957458022,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,13.04972015,2.609944029,8.156075092,0.283019434,0.0801
0.887337694,1.906072306,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,12.70714871,2.541429741,7.941967942,0.283019434,0.0801
0.862158379,1.848869274,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,12.32579516,2.465159032,7.703621975,0.283019434,0.0801
0.839434621,1.789437699,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,11.92958466,2.385916932,7.455990413,0.283019434,0.0801
0.81863916,1.728216743,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,11.52144495,2.304288991,7.200903096,0.283019434,0.0801
0.798777055,1.665203791,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,11.10135861,2.220271721,6.938349129,0.283019434,0.0801
0.778783241,1.60025951,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,10.66839673,2.133679347,6.667747958,0.283019434,0.0801
0.757514082,1.533167165,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,10.22111443,2.044222887,6.388196521,0.283019434,0.0801
0.734371187,1.443098915,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,9.620659433,1.924131887,6.012912146,0.283019434,0.0801
0.70282136,1.328204991,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,8.85469994,1.770939988,5.534187463,0.283019434,0.0801
0.674291442,1.20351217,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,8.023414467,1.604682893,5.014634042,0.283019434,0.0801
0.656873743,1.069443466,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,7.129623107,1.425924621,4.456014442,0.283019434,0.0801
0.65684288,0.930347492,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,6.202316613,1.240463323,3.876447883,0.283019434,0.0801
0.674379676,0.796000765,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,5.306671767,1.061334353,3.316669854,0.283019434,0.0801
0.702924719,0.671302341,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,4.47534894,0.895069788,2.797093088,0.283019434,0.0801
0.734567202,0.556674305,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,3.711162033,0.7422324067,2.319476271,0.283019434,0.0801
0.758014743,0.466716163,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,3.111441087,0.6222882173,1.944650679,0.283019434,0.0801
0.779347063,0.399411854,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,2.662745693,0.5325491387,1.664216058,0.283019434,0.0801
0.799179528,0.334328071,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,2.228853807,0.4457707613,1.393033629,0.283019434,0.0801
0.818718444,0.271245122,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,1.808300813,0.3616601627,1.130188008,0.283019434,0.0801
0.839384824,0.210022029,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,1.40014686,0.280029372,0.8750917875,0.283019434,0.0801
0.862034376,0.15065516,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,1.004367733,0.2008735467,0.6277298333,0.283019434,0.0801
0.887188106,0.093581119,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,0.6238741267,0.1247748253,0.3899213292,0.283019434,0.0801
0.910824002,0.042365587,0.15,0.24,0.0576,0.0225,0.2,0.24,0.048,2.604166667,0.266666667,0.09375,0.03,0.198669331,0.980066578,0.027,0.013824,0.003375,0.06912,0.0072,0.00864,0.2027100357,0.2824372467,0.05648744933,0.1765232792,0.283019434,0.0801
0.089865882,1.916095222,0.15,0.243157895,0.059125762,0.0225,0.2,0.243157895,0.048631579,2.536965199,0.266666667,0.092532468,0.03,0.198669331,0.980066578,0.02735526319,0.0143768958,0.003375,0.07188447902,0.00729473685,0.008868864285,0.2027100357,12.77396815,2.554793629,7.880045277,0.2857022259,0.0816257619
0.084927342,1.811857736,0.15,0.243157895,0.059125762,0.0225,0.2,0.243157895,0.048631579,2.536965199,0.266666667,0.092532468,0.03,0.198669331,0.980066578,0.02735526319,0.0143768958,0.003375,0.07188447902,0.00729473685,0.008868864285,0.2027100357,12.07905157,2.415810315,7.451362975,0.2857022259,0.0816257619
0.080815887,1.692176555,0.15,0.243157895,0.059125762,0.0225,0.2,0.243157895,0.048631579,2.536965199,0.266666667,0.092532468,0.03,0.198669331,0.980066578,0.02735526319,0.0143768958,0.003375,0.07188447902,0.00729473685,0.008868864285,0.2027100357,11.28117703,2.256235407,6.959167643,0.2857022259,0.0816257619
0.076983999,1.563085901,0.15,0.243157895,0.059125762,0.0225,0.2,0.243157895,0.048631579,2.536965199,0.266666667,0.092532468,0.03,0.198669331,0.980066578,0.02735526319,0.0143768958,0.003375,0.07188447902,0.00729473685,0.008868864285,0.2027100357,10.42057267,2.084114535,6.428275343,0.2857022259,0.0816257619
0.073118791,1.443325695,0.15,0.243157895,0.059125762,0.0225,0.2,0.243157895,0.048631579,2.536965199,0.266666667,0.092532468,0.03,0.198669331,0.980066578,0.02735526319,0.0143768958,0.003375,0.07188447902,0.00729473685,0.008868864285,0.2027100357,9.6221713,1.92443426,5.935755016,0.2857022259,0.0816257619
0.070127837,1.328697659,0.15,0.243157895,0.059125762,0.0225,0.2,0.243157895,0.048631579,2.536965199,0.266666667,0.092532468,0.03,0.198669331,0.980066578,0.02735526319,0.0143768958,0.003375,0.07188447902,0.00729473685,0.008868864285,0.2027100357,8.857984393,1.771596879,5.464341016,0.2857022259,0.0816257619
0.067377462,1.203999235,0.15,0.243157895,0.059125762,0.0225,0.2,0.243157895,0.048631579,2.536965199,0.266666667,0.092532468,0.03,0.198669331,0.980066578,0.02735526319,0.0143768958,0.003375,0.07188447902,0.00729473685,0.008868864285,0.2027100357,8.026661567,1.605332313,4.951512,0.2857022259,0.0816257619
0.065673095,1.069652508,0.15,0.243157895,0.059125762,0.0225,0.2,0.243157895,0.048631579,2.536965199,0.266666667,0.092532468,0.03,0.198669331,0.980066578,0.02735526319,0.0143768958,0.003375,0.07188447902,0.00729473685,0.008868864285,0.2027100357,7.13101672,1.426203344,4.399003816,0.2857022259,0.0816257619
